id,name,IDENTITY,ALIGN,EYE,HAIR,SEX,ALIVE,FIRST APPEARANCE,Year
282403,Eleanor Sanford (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,Living Characters,Jul-02,2002
742832,Erik Nicieza (Earth-616),Secret Identity,Neutral Characters,,Red Hair,Male Characters,Living Characters,May-02,2002
332940,Fred (Origin) (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters,Mar-02,2002
116742,Frida Rivera (Earth-616),Secret Identity,Good Characters,Blue Eyes,Yellow Hair,Female Characters,Living Characters,Jul-02,2002
18551,Hank Zlotty (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jun-02,2002
597860,Ikeda Honda (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,May-02,2002
597664,Jared (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,Apr-02,2002
282864,Jason Treemont (Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,Deceased Characters,Sep-02,2002
481925,Jocasta Frost (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters,Oct-02,2002
280725,Joel Haines (Earth-616),,,,Black Hair,Male Characters,Living Characters,Jul-02,2002
474531,Johann (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,Mar-02,2002
506910,Jorrsk (Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,Living Characters,Mar-02,2002
501957,Juliana Jararaca (Earth-616),,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,Jul-02,2002
287553,Jymrsk (Earth-616),,Good Characters,,Red Hair,Male Characters,Living Characters,Mar-02,2002
597636,Kate Cooke (Earth-616),Public Identity,,,Red Hair,Female Characters,Deceased Characters,Apr-02,2002
501952,Lazarus Ganglion (Earth-616),,Neutral Characters,Red Eyes,Brown Hair,Male Characters,Living Characters,Sep-02,2002
725343,Linga (Earth-616),Public Identity,,,Black Hair,Female Characters,Living Characters,Mar-02,2002
476790,Lucy Priest (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,Jul-02,2002
280416,Matt Corbin (Earth-616),Public Identity,Neutral Characters,Black Eyes,,Male Characters,Living Characters,Aug-02,2002
725344,Mistur (Earth-616),Public Identity,,Yellow Eyes,No Hair,Male Characters,Living Characters,Mar-02,2002
554966,Moira Gray (Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,Deceased Characters,Oct-02,2002
725346,Mud-Ah (Earth-616),Public Identity,,,No Hair,Male Characters,Living Characters,Mar-02,2002
609837,Mutant Cat (Earth-616),,,Yellow Eyes,Brown Hair,Female Characters,Deceased Characters,Jul-02,2002
474798,Nanci Koric (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,Nov-02,2002
665935,Nasya Ehrlich (Earth-11052),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Living Characters,Jun-02,2002
474756,Nate (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,Jun-02,2002
280427,Oink (Earth-616),Secret Identity,,,Blond Hair,Male Characters,Living Characters,Sep-02,2002
29899,Optoman (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Sep-02,2002
301402,Oracle (O-Force) (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters,Sep-02,2002
29901,Orchid (O-Force) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Green Hair,Female Characters,Living Characters,Sep-02,2002
280431,Orifice (Earth-616),Secret Identity,,,Black Hair,Male Characters,Living Characters,Sep-02,2002
29905,Ozone (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Living Characters,Sep-02,2002
728801,Philip Betbeze (Earth-616),,Neutral Characters,,Black Hair,Male Characters,Living Characters,Jun-02,2002
280053,Phisherman (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,Jan-02,2002
106522,Renata Da Lima (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Jul-02,2002
551088,Richard Jones (Impersonator) (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,May-02,2002
89430,Riek Bukenya (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,Jun-02,2002
282405,Ruth Durie (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,Jul-02,2002
725347,Sandorr (Earth-616),Public Identity,,Yellow Eyes,,Male Characters,Living Characters,Mar-02,2002
16965,Schism (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters,May-02,2002
752918,Secco (Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,Deceased Characters,Feb-02,2002
90499,Seiji Honda (Earth-616),No Dual Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Living Characters,May-02,2002
558197,Senso (Earth-616),Public Identity,Neutral Characters,,No Hair,,Living Characters,Apr-02,2002
725311,Sigmund Freud (Earth-616),,Good Characters,,Grey Hair,Male Characters,Deceased Characters,Jul-02,2002
279969,Sonny Bean (Earth-616),Public Identity,,,No Hair,Male Characters,Deceased Characters,Aug-02,2002
419669,Stan Collins (Earth-616),,Good Characters,,,Male Characters,Living Characters,Oct-02,2002
584320,Taran (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Jan-02,2002
332959,Ted (Origin) (Earth-616),Public Identity,,,Bald,Male Characters,Living Characters,Apr-02,2002
501959,Thiago Piranha (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,Jul-02,2002
18404,Thomas Adkins (Earth-616),,,,,Male Characters,Living Characters,Apr-02,2002
280412,Thomas Williams (Earth-616),Secret Identity,Neutral Characters,Black Eyes,,Male Characters,Living Characters,Aug-02,2002
9954,Timmy Glenn (Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,Deceased Characters,Sep-02,2002
282504,Tony Robb (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Jul-02,2002
725057,Vicki of Humbabu (Earth-616),,Good Characters,,Brown Hair,Female Characters,Deceased Characters,May-02,2002
489560,Victoria Anderson (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Nov-02,2002
501964,Xande (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Jul-02,2002
343208,Yorkie Mitchell (Earth-616),,Good Characters,,Brown Hair,Male Characters,Living Characters,Dec-02,2002
508132,Yoshi (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,Jun-02,2002
15358,Aamir (Earth-616),Secret Identity,,,Black Hair,Male Characters,Living Characters,Mar-03,2003
18456,Agrimet (Earth-616),,,,,Male Characters,Deceased Characters,Aug-03,2003
18495,Akaje (Earth-616),,,,,Male Characters,Living Characters,Jun-03,2003
687029,Angela (FBI) (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Feb-03,2003
24656,Atar (Earth-616),,,,Brown Hair,Male Characters,Living Characters,May-03,2003
687025,Boss (FBI) (Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,Living Characters,Feb-03,2003
501879,Clicker (Earth-616),,,White Eyes,Bald,Male Characters,Living Characters,Feb-03,2003
195605,Cybill (Earth-616),,,Yellow Eyes,,Female Characters,Living Characters,Sep-03,2003
485586,Dave Cambell (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Jul-03,2003
482511,Derek Zheng (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Jun-03,2003
596426,George Tremaine (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,May-03,2003
556374,Holly (X-Corporation) (Earth-616),,Good Characters,Variable Eyes,Variable Hair,Female Characters,Living Characters,Jan-03,2003
607630,Jenny (Dead Girl) (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters,May-03,2003
298857,Jeremy (Mutant) (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Sep-03,2003
19265,Jinx (NYPD) (Earth-616),,,,,Male Characters,Living Characters,Jul-03,2003
484808,Joan Jameson (Earth-616),,Neutral Characters,,,Female Characters,Living Characters,Jan-03,2003
596382,Joey Cascio (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Mar-03,2003
476821,Jorge Lukas (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,Deceased Characters,Mar-03,2003
282458,Josette (Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,Living Characters,Jan-03,2003
16521,Jumbo Carnation (Earth-616),Public Identity,Neutral Characters,,Bald,Male Characters,Deceased Characters,Jan-03,2003
607628,Lennox Capriati (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,May-03,2003
596427,Leona Tremaine (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters,May-03,2003
482063,Litigious Bradley (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,Jul-03,2003
687026,Louis (FBI) (Earth-616),No Dual Identity,Neutral Characters,,Blond Hair,Male Characters,Living Characters,Feb-03,2003
282463,Mandy (Mutant) (Earth-616),,,Brown Eyes,Red Hair,Female Characters,Living Characters,Mar-03,2003
280842,Marc Dale (Earth-616),,,Black Eyes,Black Hair,Male Characters,Living Characters,Apr-03,2003
596383,Maria Bonnaventura (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,Mar-03,2003
18509,Mike Alexander (Earth-616),,,,,Male Characters,Deceased Characters,Jun-03,2003
282509,Milo Smutts (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,Mar-03,2003
18390,Mitchell Abrams (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Aug-03,2003
485812,Mr. Jones (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters,Aug-03,2003
499387,Mr. Taylor (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,Mar-03,2003
485807,Mrs. Cambell (Earth-616),No Dual Identity,Neutral Characters,,Red Hair,Female Characters,Deceased Characters,Jul-03,2003
499389,Mrs. Taylor (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Mar-03,2003
87171,Namor McKenzie (N2) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Dec-03,2003
476798,Natalie Wood (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Blond Hair,Female Characters,Living Characters,Jan-03,2003
596418,Noel Penrose (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Mar-03,2003
463065,Paolo Mantega (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,Jul-03,2003
485588,Phillip Cambell (Earth-616),No Dual Identity,Neutral Characters,,Red Hair,Male Characters,Deceased Characters,Jul-03,2003
607629,Rimi Withnail (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Living Characters,May-03,2003
282460,Robert (Mutant) (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,Jan-03,2003
482513,Rodrigo de Smith (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jun-03,2003
482515,Roja Sanford (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,Living Characters,Jun-03,2003
473488,Rolanda (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters,Aug-03,2003
498673,Sanji Yamamoto (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Oct-03,2003
501200,Sentinel (Juston) (Earth-616),Public Identity,Good Characters,Red Eyes,No Hair,,Living Characters,Jun-03,2003
482066,Stephanie Bradley (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Female Characters,Living Characters,Jul-03,2003
280844,Tasha (Mutant) (Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,Living Characters,Apr-03,2003
555192,Tillie Beezer (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters,May-03,2003
281616,Andy Hartnell (Earth-616),Secret Identity,Good Characters,Black Eyes,Blue Hair,Male Characters,Living Characters,Apr-04,2004
506270,Askid (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,May-04,2004
554875,Bartholomew Grice (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Dec-04,2004
16387,Dervish (The Arena) (Earth-616),Secret Identity,,White Eyes,White Hair,Male Characters,Living Characters,Feb-04,2004
83211,Doc (District X) (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Living Characters,Dec-04,2004
511683,Fatal Sisters (Earth-616),,Good Characters,,Blond Hair,Female Characters,Living Characters,Sep-04,2004
55974,Germaine Caruso (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,Jun-04,2004
19360,Hal Tolliver (Earth-616),,,,,Male Characters,Living Characters,Feb-04,2004
18558,Hayyan Zarour,Public Identity,,,,Male Characters,Living Characters,Feb-04,2004
296472,Hilda (Earth-616),,Good Characters,,Red Hair,Female Characters,Living Characters,Sep-04,2004
687375,Jake Costanza (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,Jul-04,2004
477961,Johan Schumann (Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters,Dec-04,2004
280451,Lamprey (The Arena) (Earth-616),,,Yellow Eyes,No Hair,Male Characters,Living Characters,Feb-04,2004
16606,Lariat (Earth-616),Secret Identity,,Yellow Eyes,No Hair,Male Characters,Living Characters,Feb-04,2004
468275,Laurie Caban (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Jul-04,2004
84383,Louis Dodson (Earth-616),Secret Identity,,,Black Hair,Male Characters,Living Characters,Sep-04,2004
83047,Makkamakkamaktsptoo (Earth-616),,,,,Male Characters,Living Characters,Jun-04,2004
242199,Manfred Jones (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Aug-04,2004
715493,Maria Murillo (Earth-616),No Dual Identity,,,Black Hair,Female Characters,Living Characters,Apr-04,2004
555289,Markita (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Sep-04,2004
299012,Matthew (District X) (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Dec-04,2004
554897,Mrs. Berdeaux (Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,Living Characters,Aug-04,2004
279959,Mrs. Costanza (Earth-616),,,Blue Eyes,Red Hair,Female Characters,Deceased Characters,Jul-04,2004
687386,Mrs. Falcone (Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,Living Characters,Aug-04,2004
15090,Quills (Earth-616),Secret Identity,,,Red Hair,Female Characters,Living Characters,Feb-04,2004
422800,Rikuto (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,Dec-04,2004
687399,Rubin (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters,Oct-04,2004
468288,Sam Palmer (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jan-04,2004
281618,Serafina Montoya (Earth-616),,,,Blond Hair,Female Characters,Living Characters,Feb-04,2004
468290,Sherman Weisman (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Jan-04,2004
11129,Skitz (Earth-616),Secret Identity,,,,Female Characters,Living Characters,Jan-04,2004
11131,Stringfellow (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Jan-04,2004
34597,Sulumor (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,Aug-04,2004
498904,Tommy Reichert (Earth-616),,,,Blond Hair,Male Characters,Deceased Characters,Aug-04,2004
321457,Valerie Toomes (Earth-616),,,Brown Eyes,Red Hair,Female Characters,Living Characters,Aug-04,2004
555290,Vanessa (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Sep-04,2004
28510,Xixa Zenaya (Earth-616),Secret Identity,,Blue Eyes,Blue Hair,Female Characters,Living Characters,Dec-04,2004
725352,Zygo (Earth-616),No Dual Identity,,,,Male Characters,Living Characters,Jan-04,2004
468957,Adam Essex (Earth-41001),Secret Identity,Neutral Characters,,,Male Characters,Deceased Characters,Sep-05,2005
279957,Ahmed (Tunnel Rats) (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters,Mar-05,2005
